voce/entry,titolo/title,sottitolo/subtitle,autore/author,genere/genre,metro/mode,luogo di pubblicazione/city,luogo di rappresentazione/location,editore/publisher,anno/year,formato/format,libretto,compositore/composer,traduzione/translation
"PASTOR FORTUNATO. Dramma Scenico Boschereccio. — in Milano, per Giambatista Ferrario, senz'anno in 8. — di Carlo Torre.",Pastor Fortunato,,"<a href=""https://www.wikidata.org/wiki/Q106622070"">Carlo Torre</a>",dramma scenico,,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,Giovanni Battista Ferrario,0,8,False,,False
"PASTOR INFIDO. Scherzo Drammatico recitato l'anno 1715 nel Teatro di Monselice a genio di chi v’interviene col favor di chi lo protegge. — in Padova, per il Penada, 1715 in 12. — d'Incerto.",Pastor Infido,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",scherzo drammatico,,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",Teatro di Monselice,"<a href=""https://www.wikidata.org/wiki/Q102280534"">Penada</a>",1715,12,False,,False
"PASTOR INFIDO. Favola Pastorale al Sereniss. Sig. Principe Tommaso di Savoja. — in Como, per Baldassarre Arcione. 1622 in 12. — di Luigi Rusca.",Pastor Infido,,"<a href=""https://www.wikidata.org/wiki/Q75195726"">Luigi Rusca</a>",favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q1308"">Como</a>",,Baldassarre Arcione,1622,12,False,,False
"PASTOR REGIO. Dramma rappresentato nel Teatro di S. Mosè di Venezia l'anno 1640 — in Venezia, per Antonio Bariletti. 1640 in 12 Poesia di Benedetto Ferrari, Veneziano. — Musica dello stesso Ferrari. — Replicato in Bologna l'anno 1641 nel Teatro Guastavillani. — E in Genova, Milano, ed ultimamente in Piacenza. — in Piacenza, per Antonio Ardizzone, 1646 in 12 quinta Edizione.",Pastor Regio,,"<a href=""https://www.wikidata.org/wiki/Q816842"">Benedetto Ferrari</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q2575251"">Teatro San Moisè</a>",Antonio Bariletti,1640,12,False,"<a href=""https://www.wikidata.org/wiki/Q816842"">Benedetto Ferrari</a>",False
"PASTOR SICANO. Tragicommedia ideale (in verso sciolto). — in Venezia, per il Baglioni, senz'anno. in 12. — di Placido Grano, Comico.",Pastor Sicano,,Placido Grano,tragicommedia ideale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Baglioni,0,12,False,,False
"PASTOR VEDOVO. Favola Boschereccia (in cinque Atti, ed in quattro Cori) dedicata al Sign. Co. Giulio Cesare Nogarola Provveditor di Verona. — in Venezia, per li Ciotti. 1579. in 8 — in Vicenza, per Giorgio Greco. 1599 in 8 e 1603 in 12 con somma diligenza corretta dall'Autore. — ivi, per Francesco Grossi. ed in Venezia, 1619 in 12 3 in 12. — ed in Venezia, per Ghirardo Imberti. — di Dionisio Rondinelli, Veronese.",Pastor Vedovo,,Dionisio Rondinelli,favola boschereccia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q17279972"">Giovanni Battista Ciotti</a>",1599,8,False,,False
"PASTORALE recitata nelle Nozze del Co. Ascanio Orsi. Questa è artifiziosamente imperfetta, e non terminata, e si trova inserita in un Libro di Prose, e Rime Pastorali stampate. — in Bologna per il Barbiroli, 1709 in 12. — d'Incerto Autore.",Pastorale,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",pastorale,,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q113471436"">Achille Barbiroli</a>",1709,12,False,,False
"PASTORALE PER LA NASCITA DI GESÙ CRISTO. Rappresentazionein Palermo, senza Stampatore. 1664 in 12. — di Francesco Principato, Gesuita.",Pastorale Per La Nascita Di Gesù Cristo,,Francesco Principato,rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,unknown,1664,12,False,,False
"PASTORALI AMOROSE. — in Venezia, per Bernardino Benaglia, 1525 in 8. — di Gio. Paolo Vesio, Veneziano.",Pastorali Amorose,,Giovanni Paolo Vesio,?,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Bernardino Benaglia,1525,8,False,,False
"PASTORELLA AL SOGLIO. Opera (postuma dell'Autore) rappresentata nel Teatro di San Cassiano di Venezia, l'anno 1702 per Marino Rossetti. 1702 in 12 Poesia di Giulio Cesare Corradi, Parmigiano. — Musica di Diversi. Replicato in Roma nel rinnovato Teatro della Pace l'anno 1718 — in Roma, per Antonio de' Rossi. 1718 in 8",Pastorella Al Soglio,,"<a href=""https://www.wikidata.org/wiki/Q328154"">Giulio Cesare Corradi</a>",opera,verse,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>","<a href=""https://www.wikidata.org/wiki/Q246429"">Teatro San Cassiano</a>","<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1702,12,True,,False
"PASTORELLA D'ETNA. Favola Boschereccia. In Venezia, nella Stamperia del Muschio. 1627 in 4 — di Guid'Ubaldo Benamati.",Pastorella D'Etna,,"<a href=""https://www.wikidata.org/wiki/Q3779548"">Guidubaldo Benamati</a>",favola boschereccia,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Muschio,1627,4,False,,False
"PASTORELLA REGIA. Favola Tragica Boschereccia dedicata all'Illustriss. Sig. Livia Obizzi de' Turchi, Marchesa d'Arriano sua Signora. in Ferrara, per Vittorio Baldini 1602 in 8 — di Giammaria Guicciardi, di Bagnacavallo.",Pastorella Regia,,Giammaria Guicciardi,favola tragica,,"<a href=""https://www.wikidata.org/wiki/Q13362"">Ferrara</a>",,"<a href=""https://www.wikidata.org/wiki/Q4015285"">Vittorio Baldini</a>",1602,8,False,,False
"PASTORI. Tragedia de' Pastori all'Illustriss. Sig. Francesco Soranzo dell'Illustriss. Sig. Giovanni Cav. Senator, e Patrizio Veneto. — in Vicenza, per Giorgio Greco, ad istanza di Paolo Mejetti. 1593 in 4 — del Dottor Strozzi Cicogna, Veneziano.",Pastori,,"<a href=""https://www.wikidata.org/wiki/Q55226727"">Strozzi Cicogna</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q6537"">Vicenza</a>",,"<a href=""https://www.wikidata.org/wiki/Q118208626"">Giorgio Greco</a>",1593,4,False,,False
"PASTORI DI BETTELEMME ANNUNZIATI DALl'ANGIOLO. Concerto Musicale cantato nel Palazzo Apostolico la Notte del Santiss. Natale. — in Roma, nella Stamperia della Rev. Camera Apostolica. 1688 in 4 — Poesia di Giuseppe de Totis. — Musica del Priore Giuseppe Pacieri.",Pastori Di Bettelemme Annunziati Dall'Angiolo,,"<a href=""https://www.wikidata.org/wiki/Q19365861"">Giuseppe Domenico de Totis</a>",concerto musicale,,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q620030"">Apostolic Camera</a>",1688,4,False,"<a href=""https://www.wikidata.org/wiki/Q48812986"">Giuseppe Pacieri</a>",False
PATARACCHIE. Commedia (in prosa). — in Viterbo. senza Stampatore. 1647 in 12. — di Scipione de Barbieri.,Pataracchie,,Scipione de' Barbieri,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,unknown,1647,12,False,,False
"PAULINO. Rappresentazione di Santo Paulino, Vescovo di Lucca (in ottava rima), con una devotissima Orazione di Santa Croce di Lucca posta nel fine. — in Siena, alla Loggia del Papa, senz'anno. in 4ed in Firenze, senza Stampatore 1555 in 4 — di Giustino d'Antonio Berti, come si legge nel fine.",Paulino,,Giustino d'Antonio Berti,rappresentazione,verse,"<a href=""https://www.wikidata.org/wiki/Q2751"">Siena</a>",,unknown,0,4,False,,False
"PAUSANIA. Dramma recitato nel Teatro di S. Salvatore di Venezia l'anno 1681 — in Venezia, per Francesco Niccolini. 1682 in 12. — Poesia del Dott. Girolamo Frisari, Veneziano. — Musica di D. Gio. Legrengi, Bergamasco.",Pausania,,"<a href=""https://www.wikidata.org/wiki/Q113866193"">Girolamo Frisari</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>","<a href=""https://www.wikidata.org/wiki/Q3982376"">Teatro Goldoni</a>",Francesco Niccolini,1682,12,True,"<a href=""https://www.wikidata.org/wiki/Q354947"">Giovanni Legrenzi</a>",False
"PAUSANIA. Tragedia (in versi sciolti) a S. M. Cristianissima. — in Padova, per Giambatista Pasquati. 1679 in 4 — di Gio. Domenico Bregolini, di Noale.",Pausania,,Giovanni Domenico Bregolini,tragedia,verse,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",,"<a href=""https://www.wikidata.org/wiki/Q3762420"">Giovanni Battista Pasquali</a>",1679,4,False,,False
"PAZIENTE JOB. Rappresentazione cavata dalla Scrittura Sacra, cogli suoi Intermedj. in Napoli, per Lazzaro Scorriggio, e ristampata per Giambatista, e Matteo Nuci. 1617 in 12. — di Lodovico Cinque, Napoletano.",Paziente Job,,Lodovico Cinque,rappresentazione,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,"<a href=""https://www.wikidata.org/wiki/Q109663153"">Lazzaro Scoriggio</a>",1617,12,False,,False
"PAZIENZA PREMIATA, ovvero, il Cappuccino Scozzese. Tragedia. in Napoli, per il Pittante. 1700 in 12. — del Dottor Pietro Piperni, Patrizio Beneventano.",Pazienza Premiata,Il Cappuccino Scozzese,"<a href=""https://www.wikidata.org/wiki/Q18219689"">Pietro Piperno</a>",tragedia,,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,Pittante,1700,12,False,,False
"PAZIENZA DI SOCRATE CON DUE MOGLI. Scherzo Drammatico per Musica rappresentato alle Augustissime Maestà Imperiali nel Carnevale dell'anno 1680 — in Micro—Praga per Gio. Arnoldo di Dobroslavina 1680 in 8 — Poesia di Niccolo Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese. — Replicato in Vienna nel Carnevale dell'anno 1731 — in Vienna, per Gio. Pietro Van Ghelen, 1731 in 8 — Musica della Sinfonia, e del terzo Atto di Antonio Caldara, Veneziano, e del primo, e secondo di Giorgio Reutter, il Giovane.",Pazienza Di Socrate Con Due Mogli,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",scherzo drammatico,,"<a href=""https://www.wikidata.org/wiki/Q40996"">Praga</a>",,Giovanni Arnoldo di Dobroslavina,1680,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"PAZZA SAGGIA. Favola Pastorale per Musica. — in Venezia, per il Rampazzetto. 1605 in 4 — d'Incerto Autore. — Questa Favola, ch'era stata preparata per rappresentarsi nel giorno 26. Decembre dell'anno 1605 alla presenza del Sereniss. Principe di Venezia Marino Grimani, fu sospesa per la morte del Doge seguita alle ore otto della notte precedente.",Pazza Saggia,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q112541351"">Francesco Rampazetto</a>",1605,4,True,,False
"PAZZI AMANTI. Favola Pastorale, rappresentata in Musica al Serenissimo Principe di Venezia Marino Grimani à 25 Aprile 1569. — in Venezia. senza Stampatore. 1596 in 4 — Poesia attribuita ad Enea Piccolomini.",Pazzi Amanti,,Enea Piccolomini (attr.),favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,unknown,1596,4,False,,False
"PAZZI AMANTI. Commedia nuova (in prosa). — in Ronciglione, pel Domenico Dominici. 1612 in 12. — di M. Marc'Antonio Marzj, da Chiusi, Accademico Insensato.",Pazzi Amanti,,Marc'Antonio Marzi,commedia nuova,prose,"<a href=""https://www.wikidata.org/wiki/Q30029567"">Ronciglione</a>",,Domenico Domenici,1612,12,False,,False
"PAZZI AMANTI. Commedia Pastorale (in prosa). — in Vicenza, per Francesco Grossi. 1613 in 12 ed in Venezia, per Ghirardo Imberti. 1621 in 12. — di Lodovico Riccato, di Castelfranco.",Pazzi Amanti,,Lodovico Riccato,commedia pastorale,prose,"<a href=""https://www.wikidata.org/wiki/Q6537"">Vicenza</a>",,"<a href=""https://www.wikidata.org/wiki/Q109692150"">Francesco Grossi</a>",1613,12,False,,False
"PAZZI ABDERITI. Dramma rappresentato alla S. C. R. M. di Leopoldo I. Imperadore nel Carnevale dell'anno 1675 in Vienna, per Gio. Cristoforo Cosmerovio. 1675 in 8— Poesia del Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Pazzi Abderiti,,"<a href=""https://www.wikidata.org/wiki/Q1987241"">Nicolò Minato</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q1741"">Vienna</a>",,"<a href=""https://www.wikidata.org/wiki/Q104283372"">Johann Christoph Cosmerovius</a>",1675,8,True,"<a href=""https://www.wikidata.org/wiki/Q601855"">Antonio Draghi</a>",False
"PAZZI PRUDENTI. Commedia (in prosa). — in Viterbo, per Pietro, Agostino Discepoli, 1615 in 12. — di Giambattista Maccioni, di Orvieto.",Pazzi Prudenti,,Giambattista Maccioni,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,Pietro e Agostino Discepolo,1615,12,False,,False
"PAZZIA. Commedia (in prosa). in Venezia, per la Compagnia Veneta. 1604 in 12. — in Viterbo, per li Discepoli. 1619 in 12. — in Venezia, per Giovanni Varisco, 1622 in 8 — Ivi, per Roberto Mejetti. 1644 in 12. — ed in Roma, per Giovanni Gigliotto, 1687. in 12. — di Cristoforo Sicinio, di Toffia.",Pazzia,,Cristoforo Sicinio,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Compagnia Veneta,1604,12,False,,False
"PAZZIA. Commedia (in prosa). in Bologna, per Teodoro, e Clemente Ferroni. 1624 in 4 — di Pietro Bagliani, Bolognese, Comico Unito, detto il Dottor Graziano Forbizone, da Francolino.",Pazzia,,Pietro Bagliani,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,Teodoro e Clemente Ferroni,1624,4,False,,False
"PAZZIA. Favola Pastorale. — in Ferrara, per Vittorio Baldini, 1581 in 8 ivi, per Giulio Cesare Cagnaccini. 1586 in 12. — in Venezia, per Bartolommeo Carampello 1597 in 12. — ed ivi, per Daniele Bisuccio (non Bisaccio, come dice Allaccio) 1602 in 8 — di Gio. Donato Cucchetti, Veneziano. — E la stessa quella, che ha il titolo di Pazzia di Fileno, stampata in Venezia, per Angiolo Salvadori, 1623 in 12.",Pazzia,,Giovanni Donato Cucchetti,favola pastorale,,"<a href=""https://www.wikidata.org/wiki/Q13362"">Ferrara</a>",,"<a href=""https://www.wikidata.org/wiki/Q4015285"">Vittorio Baldini</a>",1581,8,False,,False
"PAZZIA AMOROSA. Dramma recitato nel Teatro Obizzi di Padova l'anno 1711 — in Padova, senza Stampatore. 1711 in 12. — Poesia d'Incerto Autore, benchè nella Dedicatoria si legga il nome di Giovanni Gallo, che forse fu l'Impresario. — Musica di Francesco Gasparini, Romano.",Pazzia Amorosa,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",Teatro Obizzi di Padova,unknown,1711,12,True,"<a href=""https://www.wikidata.org/wiki/Q446955"">Francesco Gasparini</a>",False
"PAZZIA D'AMORE. Commedia (in prosa). — in Napoli. senza Stampatore. 1638 in 4 — di Giacomo d'Aquino, Principe di Ceccaroli, Napolitano.",Pazzia D'Amore,,"<a href=""https://www.wikidata.org/wiki/Q30524058"">Giacomo d’Aquino</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q2634"">Naples</a>",,unknown,1638,4,False,,False
"LA PAZZIA DI CLORINDA. Commedia (in prosa). in Viterbo, per il Discepolo. 1625 e 1628. in 12 ed in Perugia, per Bartolommeo Passaro. 1645 in 12. — di Francesco Torretti fu di Fabio.",La Pazzia Di Clorinda,,Francesco Torretti,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q13395"">Viterbo</a>",,"<a href=""https://www.wikidata.org/wiki/Q86599631"">Pietro Discepolo</a>",1645,12,False,,False
"PAZZIA DI DUE VECCHI AMANTI. Commedia nuova (in prosa). — in Bologna, per Gioseffo Longhi. 1683 in 12. — di N. N. detto l'Accademico Moschino.",Pazzia Di Due Vecchi Amanti,,N. N. detto l'Accademico Moschino,commedia nuova,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q98645100"">Giuseppe Longhi</a>",1683,12,False,,False
"PAZZIA DI ORLANDO (in versi sciolti). — in Venezia, per Marino Rossetti. 1725 in 12. — di Domenico Lalli, Napolitano.",Pazzia Di Orlando (In Versi Sciolti),,"<a href=""https://www.wikidata.org/wiki/Q1237180"">Domenico Lalli</a>",?,verse,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q122599209"">Marino Rossetti</a>",1725,12,False,,False
"PAZZIA D'ORLANDO. Opera recitativa in Musica, e per far Intermedi (in quattro Atti, che l'Autore chiama Azioni). — in Venezia, per Angiolo Salvadori, 1635 in 12. — ed in Ancona, per Marco Salvioni. 1647 in 4, con altre otto del medesimo Autore. — del Conte Prospero Bonarelli, della Rovere, di Ancona.",Pazzia D'Orlando,,"<a href=""https://www.wikidata.org/wiki/Q3407825"">Prospero Bonarelli</a>",opera recitativa,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q61481881"">Angelo Salvadori</a>",1635,12,False,,False
"PAZZIA DI PANFILO. Favola Boschereccia. — in Ferrara, per Vittorio Baldini. 1614 in 12. — di Livio Rocco, di Celano.",Pazzia Di Panfilo,,Livio Rocco,favola boschereccia,,"<a href=""https://www.wikidata.org/wiki/Q13362"">Ferrara</a>",,"<a href=""https://www.wikidata.org/wiki/Q4015285"">Vittorio Baldini</a>",1614,12,False,,False
"PAZZIA POLITICA DI ROBERTO RE DI SICILIA. Opera Scenica (in prosa). — in Venezia, per Domenico Lovisa, senz'anno. in 12. — di Tirinto, Accademico Rinato.",Pazzia Politica Di Roberto Re Di Sicilia,,Tirinto Accademico Rinato,opera scenica,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q19569565"">Domenico Lovisa</a>",0,12,False,,False
"PAZZIA IN TRONO, ovvero, Caligola Delirante. Opera di stile recitativo, comparsa nel famoso Teatro di Sant'Apollinare di Venezia l'anno 1660, per virtuosa ricreazione delli Signori Accademici Imperturbabili. — di Domenico Gisberti, di Murano. — Si trova a c. 199 della sua Talia stampata in Monaco, per Giovanni Jecklino. 1675 in 8. le.",Pazzia In Trono,Caligola Delirante,"<a href=""https://www.wikidata.org/wiki/Q56006746"">Domenico Gisberti</a>",opera,,"<a href=""https://www.wikidata.org/wiki/Q1726"">Monaco</a>","<a href=""https://www.wikidata.org/wiki/Q864046"">Teatro Sant 'Apollinare</a>","<a href=""https://www.wikidata.org/wiki/Q112421707"">Johann Jäcklin</a>",1675,8,False,,False
"PAZZIE AMOROSE. Favola Boschereccia (in versi sciolti). in Padova, per Gio. Domenico Rizzardi. 1608 in 12. — in Vicenza, per Francesco Grosso. 1619 in 12. — ed in Venezia, per Angiolo Salvadori, 1637 in 12. — di Lodovico Riceato, di Castelfranco.",Pazzie Amorose,,Lodovico Riccato,favola boschereccia,verse,"<a href=""https://www.wikidata.org/wiki/Q617"">Padua</a>",,Domenico Rizzardi,1608,12,False,,False
"PAZZIE DEGLI AMANTI.—Dramma recitato nel Teatro di San Fantino di Venezia l'anno 1719 in Venezia, per Cristoforo Bortoli: 1719 in 12. — Poesia di Francesco Passarini, Veronese. — Musica di Carle Francesco Pollaroli, Bresciano.",Pazzie Degli Amanti,,"<a href=""https://www.wikidata.org/wiki/Q97487808"">Francesco Passarini</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",Teatro San Fantino di Venezia,Cristoforo Bortoli,1719,12,True,"<a href=""https://www.wikidata.org/wiki/Q1042169"">Carlo Francesco Pollarolo</a>",False
"PAZZIE DEGL'INNAMORATI. Dramma recitato l'anno 1638 nella Villa di Persicetto, e l'anno 1649 nella Villa Malvasia di Panzano. d'Incerto.",Pazzie Degl'Innamorati,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,,,unknown,1638,,False,,False
"PAZZIE DEL SUPERBO, E BUGIARDO DON CACASSENO. Commedia (in prosa) dedicata al merito de' Signori Dilettanti.— in Venezia, pel Domenico Lovisa. 1713. in 12 d'Incerto Autore.","Pazzie Del Superbo, E Bugiardo Don Cacasseno",,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q19569565"">Domenico Lovisa</a>",1713,12,False,,False
"PAZZIE DI PANTALONE, colla Costanza di Diana, e Truffaldino Giudice sciocco, ma giusto. Commedia (in prosa). — in Venezia, per Domenico Lovisa. senz'anno. in 12 d'Incerto Autore.","Pazzie Di Pantalone, Colla Costanza Di Diana, E Truffaldino Giudice Sciocco, Ma Giusto",,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,"<a href=""https://www.wikidata.org/wiki/Q19569565"">Domenico Lovisa</a>",0,12,False,,False
"PAZZIE GIOVENILI. Commedia (in prosa). in Milano, per Angiolo Nava. 1621 in 12. — e in Ven per il Combi. 1624. in 12. — di Francesco Gatticci.",Pazzie Giovenili,,Francesco Gatticci,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q490"">Milan</a>",,Angelo Nava,1621,12,False,,False
"PAZZIE PER VENDETTA. Dramma per Musica. — in Palermo, per Giacomo Epiro. 1682 in 12. — di Giuseppe Vallaro, di Palermo. Tragicomica. — in Roma, per il Mascardi. 1676 in 12. — di Vincenzo Maria Veltroni, il.",Pazzie Per Vendetta,,Giuseppe Vallaro,dramma,,"<a href=""https://www.wikidata.org/wiki/Q2656"">Palermo</a>",,"<a href=""https://www.wikidata.org/wiki/Q102288606"">Mascardi</a>",1682,12,True,,False
"PAZZO FINTO. Commedia (in prosa). in Roma, per Stefano Paulini, 1603 in 12. — di Cristoforo Sicinio, di Toffia. Di questa così lasciò scritto l'Allacci, a c. 247 della Drammat. — „Francesco Zucchi in una sua, che scrive a Papirio Caretino, narra che gli Accademici Indefessi di Monte Regale, rappresentando il Pazzo Finto, Commedia di Cristoforo Sicinio, a richiesta e spesa e solazzo di Gio. Paolo Riccio Gentiluomo, per parere di detto Signore, si risolse d'intrecciare col Prologo quattro Intermedi apparenti, delli quali, come anco delle composizioni armoniche, fu dato il carico ad esso, e fu ristretto nello spazio di tre giorni. Onde nella brevità di detto tempo gli divise in due soggetti, i primi due di Arriana appoggiati all'invenzione del Cav. Marino con alcuni versi di lui, nel secondo segnati, che vi caddero così a proposito, gli altri due di Proserpina al Rapimento, dello Strozzi, ma tutti quasi affatto alterati nella loro origine.",Pazzo Finto,,Cristoforo Sicinio,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,Stefano Paulini,1603,12,False,,False
"PAZZO PER FORZA. Dramma Civile—Rusticale, fatto rappresentare in Musica dagli Accademici Immobili nel loro Teatro. — in Firenze, per il Bonardi. 1658 in 12. — ed Ivi, per Vincenzo Vangelisti. 1698 in 12 nel Tom. III. delle Poesie dell'Autore, di Gio. Andrea Moniglia, Fiorentino.",Pazzo Per Forza,,"<a href=""https://www.wikidata.org/wiki/Q42534467"">Giovanni Andrea Moniglia</a>",dramma civile-rusticale,,"<a href=""https://www.wikidata.org/wiki/Q2044"">Florence</a>",,Bonardi,1658,12,False,,False
"PAZZO PER POLITICA. Dramma per Musica. — in Livorno, senza Stampatore. 1717 in 8 — di Antonio Salvi, di Lucignano.",Pazzo Per Politica,,"<a href=""https://www.wikidata.org/wiki/Q604920"">Antonio Salvi</a>",dramma,,"<a href=""https://www.wikidata.org/wiki/Q6761"">Livorno</a>",,unknown,1717,8,True,,False
"PAZZO POLITICO. Dramma recitato l'anno 1659 in Venezia nel Teatro de' Saloni. in Venezia, per Andrea Giuliani. 1659 in 12. — di Giacomo Castoreo, Veneziano. Questo Dramma non ha se non il Prologo, e gl'Intermedi in Musica.",Pazzo Politico,,Giacomo Castoreo,dramma,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",Teatro ai Saloni,Andrea Giuliani,1659,12,False,,False
"PECCATO ORIGINALE. Azione Sacra per Musica (a cinque voci) in Venezia, per Alvise Valvasense. — di Domenico Lalli, Napoletano.",Peccato Originale,,"<a href=""https://www.wikidata.org/wiki/Q1237180"">Domenico Lalli</a>",azione sacra,,"<a href=""https://www.wikidata.org/wiki/Q641"">Venice</a>",,Alvise Valvasense,0,,True,,False
"PECCATORE DISPERATO, che si ravvede, e si salva. Opera Spirituale (in prosa) — in Bologna, per Giuseppe Longhi. 1678 in 12. — di Andrea Abbattonio, di Genazzano.","Peccatore Disperato, Che Si Ravvede, E Si Salva",,Andrea Abbattonio,opera spirituale,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q98645100"">Giuseppe Longhi</a>",1678,12,False,,False
"PEDANTE. Commedia (in prosa) in Roma, per Valerio Dorico, Luigi Fratelli, Bresciani. 1629 in 12. — di Francesco Belo, Romano.",Pedante,,"<a href=""https://www.wikidata.org/wiki/Q29867467"">Francesco Belo</a>",commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q220"">Rome</a>",,"<a href=""https://www.wikidata.org/wiki/Q4007871"">Valerio Dorico</a>",1629,12,False,,False
"PEDANTE DI TARSIA. Dramma rappresentato l'anno 1680 nel Teatro Formagliari di Bologna. — Poesia d'Incerto. — Musica di D. Francesco Maria Bazzani, Maestro di Cappella del Duomo di Piacenza.",Pedante Di Tarsia,,"<a href=""https://www.wikidata.org/wiki/Q24238356"">unknown</a>",dramma,,,Teatro Guastavillani/Formagliari,unknown,1680,,True,"<a href=""https://www.wikidata.org/wiki/Q4956480"">Francesco Maria Bazzani</a>",False
"PEDANTE IMPAZZITO. Commedia (in prosa). — in Bracciano, per il Fei. 1628 in 12. — di F. R. M. cioè, Francesco Righelli, Mantovano.",Pedante Impazzito,,Francesco Righelli,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q30023089"">Bracciano</a>",,"<a href=""https://www.wikidata.org/wiki/Q63981481"">Andrea Fei</a>",1628,12,False,,False
"PEDANTE STAFFILATO. Commedia (in prosa). — in Modona, per Filiberto Roncorte. 1651 in 12. — di Negrone, di Castracucco.",Pedante Staffilato,,Negrone,commedia,prose,"<a href=""https://www.wikidata.org/wiki/Q279"">Modena</a>",,Filiberto Roncorte,1651,12,False,,False
"PELAGIA. Rappresentazione Sacra (in prosa). — in Bologna, per Giacomo Monti. 1677 in 12. — di Antonio Nucci, da Fossombrone.",Pelagia,,Antonio Nucci,rappresentazione sacra,prose,"<a href=""https://www.wikidata.org/wiki/Q1891"">Bologna</a>",,"<a href=""https://www.wikidata.org/wiki/Q93123102"">Giacomo Monti</a>",1677,12,False,,False
